query_idx,mab,study_product,genes,n_specific,n_plausible,model_fraction,prior_fraction,enrichment,n_unmatched,status
162,imgt:mAb_846,imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Carcinoma_cutaneous_squamous_cell_846,PDCD1,18,12,0.6667,0.5951,1.1203,6,scored
163,imgt:mAb_11,imgt:StudyProduct_Sanofi_Multiple_sclerosis_(MS)_11,CD52,18,8,0.4444,0.4983,0.8919,10,scored
164,imgt:mAb_1224,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_B_cell_1224,CD19;TNFRSF9,18,15,0.8333,0.6946,1.1997,3,scored
165,imgt:mAb_964,imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_non-small_cell_lung_(NSCLC)_964,ERBB3,18,8,0.4444,0.3787,1.1736,10,scored
166,imgt:mAb_1037,imgt:StudyProduct_Surface_Oncology_Inc_Multiple_myeloma_(MM)_1037,CD47,18,15,0.8333,0.6905,1.2068,3,scored
167,imgt:mAb_166,imgt:StudyProduct_Agensys_Cancers_pancreatic_166,PSCA,18,11,0.6111,0.5091,1.2004,7,scored
168,imgt:mAb_1340,imgt:StudyProduct_Fudan_University_Cancers_breast_1340,ERBB2,18,8,0.4444,0.3874,1.1474,10,scored
169,imgt:mAb_1112,imgt:StudyProduct_Eli_Lilly_Solid_tumors_1112,ANGPT2,18,11,0.6111,0.4852,1.2595,7,scored
170,imgt:mAb_96,imgt:StudyProduct_Genentech_Inc_Cytokine_Release_Syndrome_(CRS)_96,IL6R,18,6,0.3333,0.2663,1.2517,12,scored
171,imgt:mAb_357,imgt:StudyProduct_Genentech_Inc_Cancers_gastric_357,ERBB2,18,9,0.5,0.394,1.2691,9,scored
172,imgt:mAb_297,imgt:StudyProduct_Janssen-Cilag_International_NV_Neoplasms_297,IL6,18,4,0.2222,0.2878,0.7721,14,scored
173,imgt:mAb_1418,imgt:StudyProduct_AstraZeneca_Cancers_colorectal_(CRC)_1418,TNFRSF10B,18,16,0.8889,0.6903,1.2877,2,scored
174,imgt:mAb_96,imgt:StudyProduct_Genentech_Inc_Myasthenia_Gravis_(MG)_96,IL6R,18,7,0.3889,0.2655,1.4647,11,scored
175,imgt:mAb_1356,imgt:StudyProduct_Arcus_Biosciences_Inc_Cancers_non-small_cell_lung_(NSCLC)_1356,TIGIT,18,13,0.7222,0.6464,1.1173,5,scored
176,imgt:mAb_238,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Chronic_lymphocytic_leukemia_(CLL)_238,MS4A1,18,8,0.4444,0.4451,0.9986,10,scored
177,imgt:mAb_1361,imgt:StudyProduct_iTeos_Therapeutics_Cancers_non-small_cell_lung_(NSCLC)_1361,TIGIT,18,12,0.6667,0.6451,1.0334,6,scored
178,imgt:mAb_151,imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_colorectal_(CRC)_metastatic_151,EGFR,18,10,0.5556,0.4646,1.1959,8,scored
179,imgt:mAb_453,imgt:StudyProduct_CureTech_Hepatitis_C_453,PDCD1,18,12,0.6667,0.5971,1.1165,6,scored
180,imgt:mAb_1239,imgt:StudyProduct_Transcenta_Holding_Ltd_Solid_tumors_1239,CD274,18,13,0.7222,0.5843,1.236,5,scored
181,imgt:mAb_33,imgt:StudyProduct_Celltech_UCB_Cancers_breast_33,MUC1,18,12,0.6667,0.4872,1.3684,6,scored
182,imgt:mAb_50,imgt:StudyProduct_Beckman_Research_Institute_Cancers_colorectal_(CRC)_metastatic_50,CEACAM5,18,6,0.3333,0.3101,1.075,12,scored
183,imgt:mAb_904,imgt:StudyProduct_AbbVie_Inc_Cancers_ovarian_904,DPEP3,18,0,0.0,0.0,,18,scored
184,imgt:mAb_119,imgt:StudyProduct_Centocor_Inc_Cancers_colon_119,EPCAM,18,10,0.5556,0.436,1.2742,8,scored
185,imgt:mAb_569,imgt:StudyProduct_Stemcentrx_Inc_Cancers_small_cell_lung_(SCLC)_569,DLL3,18,5,0.2778,0.2502,1.1104,13,scored
186,imgt:mAb_475,imgt:StudyProduct_OncoMed_Pharmaceuticals_Solid_tumors_475,,,,,,,,no_target_or_ot
187,imgt:mAb_916,imgt:StudyProduct_Forty_Seven_Inc_Solid_tumors_916,CD47,18,15,0.8333,0.6942,1.2005,3,scored
188,imgt:mAb_874,imgt:StudyProduct_Juno_Therapeutics_Lymphoma_follicular_(FL)_874,CD19,18,10,0.5556,0.3748,1.4823,8,scored
189,imgt:mAb_559,imgt:StudyProduct_Immunomedics_Inc_Cancers_559,TACSTD2,18,9,0.5,0.4226,1.1832,9,scored
190,imgt:mAb_457,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Non-Hodgkins_lymphoma_(NHL)_457,CD22,18,6,0.3333,0.3473,0.9598,12,scored
191,imgt:mAb_952,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_B_cell_952,CD3E;MS4A1,18,13,0.7222,0.5858,1.2328,5,scored
192,imgt:mAb_150,imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_breast_150,,,,,,,,no_target_or_ot
193,imgt:mAb_387,imgt:StudyProduct_ImmunoGen_Inc_Neoplasms_387,,,,,,,,no_target_or_ot
194,imgt:mAb_1616,imgt:StudyProduct_Bicara_Therapeutics_Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)_1616,EGFR,18,10,0.5556,0.4741,1.1719,8,scored
195,imgt:mAb_359,imgt:StudyProduct_Centocor_Inc_Cancers_prostate_359,CCL2,18,13,0.7222,0.5481,1.3176,5,scored
196,imgt:mAb_482,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_ovarian_482,MUC16,18,15,0.8333,0.634,1.3145,3,scored
197,imgt:mAb_653,imgt:StudyProduct_AbbVie_Inc_Solid_tumors_653,MET,18,5,0.2778,0.3183,0.8728,13,scored
198,imgt:mAb_874,imgt:StudyProduct_Celgene_corporation_Lymphoma_B_cell_874,CD19,18,9,0.5,0.3799,1.316,9,scored
199,imgt:mAb_732,imgt:StudyProduct_Xenova_Biomedix_Limited_Glioblastoma_732,,,,,,,,no_target_or_ot
200,imgt:mAb_1299,imgt:StudyProduct_Sanofi_Cancers_non-small_cell_lung_(NSCLC)_1299,IL2RB;IL2RG,18,11,0.6111,0.4868,1.2553,7,scored
201,imgt:mAb_1093,imgt:StudyProduct_Akeso_Biopharma_Inc_Solid_tumors_1093,PDCD1,18,12,0.6667,0.5921,1.1259,6,scored
202,imgt:mAb_419,imgt:StudyProduct_Symphogen_Cancers_head_and_neck_419,EGFR,18,10,0.5556,0.4674,1.1886,8,scored
203,imgt:mAb_748,imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Lymphoma_follicular_(FL)_748,MS4A1;CD3E,18,14,0.7778,0.5953,1.3065,4,scored
204,imgt:mAb_774,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Non-Hodgkins_lymphoma_(NHL)_774,CD79B,18,15,0.8333,0.6259,1.3314,3,scored
205,imgt:mAb_526,imgt:StudyProduct_Genentech_Inc_Renal_cell_carcinoma_(RCC)_526,CD274,18,12,0.6667,0.5855,1.1386,6,scored
206,imgt:mAb_1338,imgt:StudyProduct_Arcus_Biosciences_Inc_Cancers_prostate_1338,ENTPD1,18,12,0.6667,0.6147,1.0846,6,scored
207,imgt:mAb_818,imgt:StudyProduct_MolMed_SpA_Hepatocellular_carcinoma_(HCC)_818,ANPEP,18,8,0.4444,0.3364,1.3211,10,scored
208,imgt:mAb_825,imgt:StudyProduct_Stemline_Therapeutics_Inc_Multiple_myeloma_(MM)_825,,,,,,,,no_target_or_ot
209,imgt:mAb_221,imgt:StudyProduct_Genmab_A/S_Acute_myeloid_leukemia_(AML)_221,FCGR1A,18,6,0.3333,0.2323,1.4352,12,scored
210,imgt:mAb_558,imgt:StudyProduct_Immunomedics_Inc_Cancers_colorectal_(CRC)_metastatic_558,CEACAM5,18,7,0.3889,0.3054,1.2733,11,scored
211,imgt:mAb_80,imgt:StudyProduct_Genentech_Inc_Cancers_ovarian_80,ERBB2,18,9,0.5,0.3911,1.2785,9,scored
212,imgt:mAb_295,imgt:StudyProduct_Eli_Lilly_Hepatocellular_carcinoma_(HCC)_295,KDR,18,12,0.6667,0.5145,1.2957,6,scored
213,imgt:mAb_324,imgt:StudyProduct_Seattle_genetics_Inc_Hodgkin_lymphoma_324,TNFRSF8,18,9,0.5,0.4303,1.1621,9,scored
214,imgt:mAb_232,imgt:StudyProduct_Seattle_genetics_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_232,CD40,18,13,0.7222,0.5194,1.3904,5,scored
215,imgt:mAb_385,imgt:StudyProduct_Eli_Lilly_Multiple_myeloma_(MM)_385,TNFSF13B,18,9,0.5,0.4684,1.0675,9,scored
216,imgt:mAb_1098,imgt:StudyProduct_Aravive_Biologics_Inc_Cancers_ovarian_1098,GAS6,18,10,0.5556,0.4592,1.2099,8,scored
217,imgt:mAb_1362,imgt:StudyProduct_Bristol-Myers_Squibb_Neoplasms_1362,SIRPA,18,12,0.6667,0.5835,1.1425,6,scored
218,imgt:mAb_722,imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_gastric_overexpressing_ERBB2_metastatic_722,ERBB2,18,8,0.4444,0.3878,1.1461,10,scored
219,imgt:mAb_748,imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_748,MS4A1;CD3E,18,12,0.6667,0.5949,1.1206,6,scored
220,imgt:mAb_743,imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Acute_myeloid_leukemia_(AML)_743,CD33,18,8,0.4444,0.2927,1.5186,10,scored
221,imgt:mAb_464,imgt:StudyProduct_United_Therapeutics_Corporation_Neuroblastoma_pediatric_464,,,,,,,,no_target_or_ot
222,imgt:mAb_161,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_organ_transplantation_161,MS4A1,18,9,0.5,0.4492,1.1131,9,scored
223,imgt:mAb_130,imgt:StudyProduct_Memorial_Sloan-Kettering_Cancer_Center_Melanoma_130,,,,,,,,no_target_or_ot
224,imgt:mAb_918,imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Solid_tumors_918,LAG3,18,15,0.8333,0.6806,1.2244,3,scored
225,imgt:mAb_99,imgt:StudyProduct_Charing_Cross_Sunley_Research_Centre_Cancers_99,CD3E;ERBB2,18,16,0.8889,0.7011,1.2678,2,scored
226,imgt:mAb_472,imgt:StudyProduct_Merck_&_Co_Inc_Cancers_bladder_472,PDCD1,18,11,0.6111,0.5923,1.0317,7,scored
227,imgt:mAb_1285,imgt:StudyProduct_Bayer_AG_Cancers_1285,ERBB2,18,9,0.5,0.3912,1.2782,9,scored
228,imgt:mAb_886,imgt:StudyProduct_Tesaro_Inc_Solid_tumors_886,HAVCR2,18,13,0.7222,0.6152,1.1739,5,scored
229,imgt:mAb_24,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Renal_cell_carcinoma_(RCC)_24,VEGFA,18,6,0.3333,0.2619,1.2729,12,scored
230,imgt:mAb_1367,imgt:StudyProduct_MD_Anderson_Cancer_Center_Cancers_esophageal_metastatic_1367,CD40,18,13,0.7222,0.5141,1.4047,5,scored
231,imgt:mAb_760,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_blood_760,CD3E;MS4A1,18,13,0.7222,0.5905,1.2231,5,scored
232,imgt:mAb_568,imgt:StudyProduct_Rentschler_Biotechnologie_GmbH_Neuroblastoma_568,,,,,,,,no_target_or_ot
233,imgt:mAb_519,imgt:StudyProduct_Innate_Pharma_Lymphoma_cutaneous_T_cell_(CTCL)_519,KIR3DL2,18,10,0.5556,0.4647,1.1954,8,scored
234,imgt:mAb_11,imgt:StudyProduct_Genzyme_Corp_Multiple_sclerosis_(MS)_11,CD52,18,9,0.5,0.4909,1.0186,9,scored
235,imgt:mAb_130,imgt:StudyProduct_Memorial_Sloan-Kettering_Cancer_Center_Cancers_small_cell_lung_(SCLC)_130,,,,,,,,no_target_or_ot
236,imgt:mAb_759,imgt:StudyProduct_ADC_Therapeutics_Lymphoma_B_cell_759,CD19,18,9,0.5,0.3845,1.3004,9,scored
237,imgt:mAb_1307,imgt:StudyProduct_AbbVie_Inc_Crohns_disease_(CD)_1307,TNF,18,5,0.2778,0.2097,1.3246,13,scored
238,imgt:mAb_18,imgt:StudyProduct_PDL_(Protein_Design_Labs)_BioPharma_Non-Hodgkins_lymphoma_(NHL)_18,,,,,,,,no_target_or_ot
239,imgt:mAb_133,imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Cancers_small_cell_lung_(SCLC)_133,MS4A1,18,9,0.5,0.4357,1.1475,9,scored
240,imgt:mAb_1383,imgt:StudyProduct_Nanjing_IASO_Biotherapeutics_CoLtd_Multiple_myeloma_(MM)_1383,TNFRSF17,18,14,0.7778,0.6566,1.1846,4,scored
241,imgt:mAb_1315,imgt:StudyProduct_Gilead_Non-Hodgkins_lymphoma_(NHL)_1315,SIRPA,18,13,0.7222,0.5803,1.2445,5,scored
242,imgt:mAb_469,imgt:StudyProduct_MedImmune_Cancers_non-small_cell_lung_(NSCLC)_469,PDGFRA,18,12,0.6667,0.5126,1.3006,6,scored
243,imgt:mAb_301,imgt:StudyProduct_Janssen_Biotech_Inc_Multiple_myeloma_(MM)_301,CD38,18,14,0.7778,0.6113,1.2724,4,scored
244,imgt:mAb_1009,imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Cancers_non-small_cell_lung_(NSCLC)_1009,PDCD1,18,12,0.6667,0.592,1.1261,6,scored
245,imgt:mAb_324,imgt:StudyProduct_Seattle_genetics_Inc_Lymphoma_enteropathy-associated_T_cell_(EATL)_324,TNFRSF8,18,8,0.4444,0.4262,1.0428,10,scored
246,imgt:mAb_526,imgt:StudyProduct_Genentech_Inc_Carcinoma_urothelial_526,CD274,18,12,0.6667,0.5916,1.1269,6,scored
247,imgt:mAb_1166,imgt:StudyProduct_OBI_Pharma_USA_Inc_Cancers_gastric_1166,,,,,,,,no_target_or_ot
248,imgt:mAb_938,imgt:StudyProduct_Bayer_HealthCare_Pharmaceuticals_Cancers_938,MSLN,18,10,0.5556,0.4463,1.2448,8,scored
249,imgt:mAb_1256,imgt:StudyProduct_Daiichi_Sankyo_Inc_Solid_tumors_1256,CD276,18,11,0.6111,0.5174,1.1811,7,scored
250,imgt:mAb_52,imgt:StudyProduct_GlaxoSmithKline_Cancers_non-small_cell_lung_(NSCLC)_52,,,,,,,,no_target_or_ot
251,imgt:mAb_569,imgt:StudyProduct_Stemcentrx_Inc_Cancers_569,DLL3,18,4,0.2222,0.2473,0.8987,14,scored
252,imgt:mAb_765,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_765,TIGIT,18,13,0.7222,0.6368,1.1341,5,scored
253,imgt:mAb_502,imgt:StudyProduct_Genentech_Inc_Solid_tumors_502,ERBB3,18,9,0.5,0.3891,1.2851,9,scored
254,imgt:mAb_559,imgt:StudyProduct_Immunomedics_Inc_Cancers_pancreatic_559,TACSTD2,18,7,0.3889,0.4187,0.9288,11,scored
255,imgt:mAb_295,imgt:StudyProduct_ImClone_Systems_Inc_Cancers_bladder_295,KDR,18,11,0.6111,0.5235,1.1673,7,scored
256,imgt:mAb_602,imgt:StudyProduct_ImmunoGen_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_602,CD37,18,8,0.4444,0.4103,1.0831,10,scored
257,imgt:mAb_1350,imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_ovarian_1350,CDH6,18,2,0.1111,0.1311,0.8472,16,scored
258,imgt:mAb_882,imgt:StudyProduct_Takeda_Pharmaceuticals_USA_Inc_Multiple_myeloma_(MM)_882,CD38,18,15,0.8333,0.6162,1.3523,3,scored
259,imgt:mAb_605,imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Cancers_prostate_605,ENG,18,2,0.1111,0.0771,1.4418,16,scored
260,imgt:mAb_512,imgt:StudyProduct_Pfizer_Cancers_non-small_cell_lung_(NSCLC)_metastatic_512,CD274,18,12,0.6667,0.5901,1.1298,6,scored
261,imgt:mAb_180,imgt:StudyProduct_Medarex_Renal_cell_carcinoma_(RCC)_180,CTLA4,18,8,0.4444,0.3231,1.3755,10,scored
262,imgt:mAb_605,imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Cancers_breast_605,ENG,18,1,0.0556,0.0723,0.7689,17,scored
263,imgt:mAb_1230,imgt:StudyProduct_CARsgen_Therapeutics_Multiple_myeloma_(MM)_1230,TNFRSF17,18,14,0.7778,0.6608,1.177,4,scored
264,imgt:mAb_424,imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_GE_Junction_Cancer_424,PDCD1,18,11,0.6111,0.5963,1.0248,7,scored
265,imgt:mAb_617,imgt:StudyProduct_MedImmune_Solid_tumors_617,TNFRSF4,18,14,0.7778,0.62,1.2545,4,scored
266,imgt:mAb_792,imgt:StudyProduct_University_of_Bern_Acute_myeloid_leukemia_(AML)_792,CD70,18,13,0.7222,0.5813,1.2424,5,scored
267,imgt:mAb_158,imgt:StudyProduct_Biogen_Inc_Chronic_lymphocytic_leukemia_(CLL)_158,FCER2,18,8,0.4444,0.3839,1.1576,10,scored
268,imgt:mAb_301,imgt:StudyProduct_Janssen_Biotech_Inc_Myeloma_multiple_(MM)_recurrent_or_refractory_301,CD38,18,13,0.7222,0.6181,1.1684,5,scored
269,imgt:mAb_346,imgt:StudyProduct_Celldex_Therapeutics_Inc_Renal_cell_carcinoma_(RCC)_346,HAVCR1,18,13,0.7222,0.5536,1.3046,5,scored
270,imgt:mAb_873,imgt:StudyProduct_Gilead_Multiple_myeloma_(MM)_873,TNFRSF17,18,14,0.7778,0.6592,1.1798,4,scored
271,imgt:mAb_885,imgt:StudyProduct_MedImmune_Solid_tumors_885,TNFRSF18,18,11,0.6111,0.4792,1.2754,7,scored
272,imgt:mAb_7,imgt:StudyProduct_Genentech_Inc_Cancers_7,VEGFA,18,5,0.2778,0.2683,1.0354,13,scored
273,imgt:mAb_385,imgt:StudyProduct_Eli_Lilly_Autoimmune_diseases_385,TNFSF13B,18,10,0.5556,0.4695,1.1833,8,scored
274,imgt:mAb_1138,imgt:StudyProduct_Memorial_Sloan-Kettering_Cancer_Center_Neuroblastoma_1138,CD3E,18,12,0.6667,0.5337,1.2491,6,scored
275,imgt:mAb_740,imgt:StudyProduct_Glycotope_GmbH_Solid_tumors_740,MUC1,18,9,0.5,0.4817,1.0379,9,scored
276,imgt:mAb_133,imgt:StudyProduct_DuPont_Merck_Pharmaceutical_Cancers_small_cell_lung_(SCLC)_133,MS4A1,18,9,0.5,0.4424,1.1302,9,scored
277,imgt:mAb_218,imgt:StudyProduct_Neovii_Biotech_GmbH_Malignant_ascites_218,EPCAM;CD3E,18,15,0.8333,0.6938,1.2012,3,scored
278,imgt:mAb_926,imgt:StudyProduct_Altor_BioScience_Cancers_bladder_926,IL15,18,6,0.3333,0.3403,0.9795,12,scored
279,imgt:mAb_798,imgt:StudyProduct_Immunocore_Ltd_Melanoma_uveal_798,PMEL;CD3E,18,13,0.7222,0.552,1.3085,5,scored
280,imgt:mAb_608,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_608,TNFRSF4,18,14,0.7778,0.61,1.275,4,scored
281,imgt:mAb_584,imgt:StudyProduct_Amgen_Cancers_non-small_cell_lung_(NSCLC)_metastatic_584,VEGFA,18,5,0.2778,0.2743,1.0129,13,scored
282,imgt:mAb_151,imgt:StudyProduct_Groupe_Suisse_de_Recherche_Clinique_(SAKK)_Cancers_esophageal_resectable_151,EGFR,18,11,0.6111,0.4692,1.3023,7,scored
283,imgt:mAb_424,imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_gastric_424,PDCD1,18,11,0.6111,0.5971,1.0235,7,scored
284,imgt:mAb_168,imgt:StudyProduct_NantCell_Inc_Cancers_168,IGF1R,18,4,0.2222,0.2376,0.9353,14,scored
285,imgt:mAb_98,imgt:StudyProduct_Genentech_Inc_Cancers_ovarian_98,ERBB2,18,8,0.4444,0.3911,1.1365,10,scored
286,imgt:mAb_209,imgt:StudyProduct_ImmunoGen_Inc_Transplant_rejection_209,CD6,18,9,0.5,0.4106,1.2178,9,scored
287,imgt:mAb_522,imgt:StudyProduct_MorphoSys_Non-Hodgkins_lymphoma_(NHL)_522,CD19,18,9,0.5,0.3803,1.3149,9,scored
288,imgt:mAb_214,imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Retinopathy_of_Prematurity_(ROP)_214,VEGFA,18,6,0.3333,0.2698,1.2356,12,scored
289,imgt:mAb_1366,imgt:StudyProduct_MD_Anderson_Cancer_Center_Hepatocellular_carcinoma_(HCC)_metastatic_1366,TNFRSF9,18,14,0.7778,0.6379,1.2193,4,scored
290,imgt:mAb_198,imgt:StudyProduct_AstraZeneca_Acute_lymphocytic_leukemia_(ALL)_198,CD22,18,6,0.3333,0.3472,0.9601,12,scored
291,imgt:mAb_23,imgt:StudyProduct_MRC_Technology_Angiogenesis_23,,,,,,,,no_target_or_ot
292,imgt:mAb_64,imgt:StudyProduct_Morphotek_Inc_Cancers_pancreatic_64,MSLN,18,11,0.6111,0.4407,1.3867,7,scored
293,imgt:mAb_865,imgt:StudyProduct_Merrimack_Pharmaceuticals_Cancers_breast_865,ERBB2,18,9,0.5,0.3898,1.2826,9,scored
294,imgt:mAb_297,imgt:StudyProduct_Janssen_Biotech_Inc_Renal_cell_carcinoma_(RCC)_297,IL6,18,4,0.2222,0.2887,0.7698,14,scored
295,imgt:mAb_238,imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_splenic_marginal_zone_(SMZL)_238,MS4A1,18,8,0.4444,0.4416,1.0063,10,scored
296,imgt:mAb_1093,imgt:StudyProduct_Akeso_Biopharma_Inc_Cancers_non-small_cell_lung_(NSCLC)_1093,PDCD1,18,13,0.7222,0.5924,1.2191,5,scored
